workoutid,userid,date,sessiontag,total_sets,total_reps,volume_kg,sRPE
42160,238,2027-08-22,Push,14,144,8348.0,8.36
42161,238,2027-08-23,Pull,12,126,6709.75,8.38
42163,238,2027-08-30,Push,9,90,5015.75,8.44
42164,238,2027-09-01,Pull,6,43,2575.75,8.7
42165,238,2027-09-05,Legs,10,64,5409.25,9.05
42166,238,2027-09-07,Push,8,93,4869.25,8.19
42167,238,2027-09-09,Pull,5,57,3265.5,8.7
42168,239,2024-08-02,Pull,10,95,6146.75,8.15
42169,239,2024-08-05,Legs,18,102,8307.25,8.67
42170,239,2024-08-08,Push,9,72,4720.0,8.28
42171,239,2024-08-10,Pull,6,77,4463.5,7.58
42172,239,2024-08-12,Legs,9,79,6372.0,8.56
42173,239,2024-08-16,Push,7,61,3676.5,8.5
42174,239,2024-08-18,Pull,5,50,3037.25,8.4
42175,239,2024-08-19,Legs,10,80,6326.5,8.35
42176,239,2024-08-23,Push,15,135,8555.25,8.33
42177,239,2024-08-24,Pull,11,95,4897.75,8.41
42178,239,2024-08-26,Legs,17,150,10099.25,8.5
42179,239,2024-08-29,Push,8,80,4694.5,8.0
42180,239,2024-09-01,Pull,6,44,2545.25,8.33
42181,239,2024-09-02,Legs,7,41,2907.25,8.43
42182,239,2024-09-07,Push,15,144,8776.0,8.27
42183,239,2024-09-08,Pull,7,48,2735.75,8.64
42184,239,2024-09-10,Legs,10,67,4692.0,8.7
42185,239,2024-09-13,Push,10,89,4895.0,8.4
42186,239,2024-09-15,Pull,14,132,7104.5,8.43
42187,239,2024-09-20,Legs,20,179,12893.25,8.5
42188,239,2024-09-21,Push,14,119,6943.0,8.71
42189,239,2024-09-23,Pull,7,79,4148.75,8.14
42190,239,2024-09-27,Legs,10,75,5369.5,8.35
42192,239,2024-09-30,Pull,5,49,2458.25,8.8
42193,239,2024-10-04,Legs,12,83,6394.75,8.33
42194,239,2024-10-07,Push,9,97,5573.5,8.28
42195,239,2024-10-11,Pull,6,71,3762.0,8.08
42196,239,2024-10-12,Legs,10,85,6349.5,8.55
42197,239,2024-10-14,Push,10,95,5369.75,8.28
42198,239,2024-10-17,Pull,5,45,2533.25,8.4
42199,239,2024-10-19,Legs,18,97,8085.5,8.65
42200,239,2024-10-21,Push,13,94,5395.75,8.38
42201,239,2024-10-25,Pull,5,51,2709.5,8.3
42202,239,2024-10-26,Legs,11,85,6537.0,8.77
42204,239,2024-11-01,Pull,6,54,2958.0,8.5
42205,239,2024-11-02,Legs,17,133,9642.75,8.44
42206,239,2024-11-04,Push,13,142,8489.75,8.27
42207,239,2024-11-08,Pull,5,51,2785.0,8.5
42208,239,2024-11-10,Legs,10,69,5023.0,8.44
42209,239,2024-11-15,Push,8,60,3781.5,8.64
42210,239,2024-11-17,Pull,8,83,4212.0,8.21
42211,239,2024-11-18,Legs,14,96,6535.0,8.39
42212,239,2024-11-22,Push,8,90,5509.0,8.19
42213,239,2024-11-23,Pull,5,54,2886.75,8.5
42214,239,2024-11-24,Legs,10,68,4937.5,8.6
42215,239,2024-11-29,Push,9,78,4988.0,8.44
42216,239,2024-11-30,Pull,6,65,3614.75,8.5
42217,239,2024-12-01,Legs,15,121,8029.75,8.63
42218,239,2024-12-06,Push,14,147,7539.25,8.23
42219,239,2024-12-07,Pull,8,88,4499.5,8.43
42220,239,2024-12-09,Legs,16,153,10622.25,8.34
42221,239,2024-12-13,Push,9,86,5313.0,8.22
42222,239,2024-12-14,Pull,6,51,2698.5,8.8
42224,239,2024-12-20,Push,7,66,4122.25,8.21
42225,239,2024-12-21,Pull,9,91,5336.0,8.5
42226,239,2024-12-22,Legs,13,73,5229.5,8.5
42227,239,2024-12-27,Push,14,129,7436.0,8.23
42228,239,2024-12-29,Pull,10,112,5807.0,7.95
42229,239,2025-01-03,Legs,18,163,11530.0,8.53
42230,239,2025-01-05,Push,11,90,5597.5,8.41
42231,239,2025-01-11,Pull,5,57,2339.5,8.1
42233,239,2025-01-17,Push,7,69,4086.5,8.5
42234,239,2025-01-20,Pull,6,61,3324.0,8.25
42235,239,2025-01-24,Legs,14,123,8900.75,8.43
42236,239,2025-01-25,Push,16,158,8709.5,8.28
42237,239,2025-01-28,Pull,10,96,5655.25,8.3
42239,239,2025-02-01,Push,9,80,4992.25,8.22
42240,239,2025-02-04,Pull,4,41,1768.75,7.88
42241,239,2025-02-07,Legs,9,77,6029.5,8.31
42242,239,2025-02-08,Push,8,97,5689.5,7.94
42243,239,2025-02-10,Pull,5,58,3265.0,7.9
42244,239,2025-02-14,Legs,18,104,8389.25,8.64
42245,239,2025-02-16,Push,15,113,7079.25,8.57
42246,239,2025-02-21,Pull,7,76,4237.0,8.25
42247,239,2025-02-22,Legs,15,121,9244.5,8.5
42248,239,2025-02-23,Push,5,46,2732.5,8.4
42249,239,2025-02-28,Pull,3,30,1500.25,8.83
42250,239,2025-03-02,Legs,10,97,6691.75,8.2
42251,239,2025-03-04,Push,14,120,7849.75,8.79
42252,239,2025-03-07,Pull,9,75,3991.25,8.28
42253,239,2025-03-09,Legs,14,92,7464.75,8.46
42254,239,2025-03-10,Push,16,136,9023.5,8.5
42255,239,2025-03-14,Pull,8,71,4045.25,8.25
42256,239,2025-03-15,Legs,9,57,4780.0,8.83
42257,239,2025-03-17,Push,7,68,4369.75,8.58
42258,239,2025-03-22,Pull,6,66,3537.5,8.08
42260,239,2025-03-27,Push,8,74,4957.5,8.12
42261,239,2025-03-29,Pull,6,59,3567.5,8.42
42262,239,2025-03-31,Legs,14,107,8177.0,8.43
42263,239,2025-04-03,Push,8,69,3954.75,8.31
42264,239,2025-04-05,Pull,7,87,4700.5,8.07
42265,239,2025-04-07,Legs,16,88,6890.75,8.97
42266,239,2025-04-11,Push,14,143,8372.75,8.21
42267,239,2025-04-12,Pull,7,76,4255.25,8.36
42268,239,2025-04-14,Legs,9,52,4033.25,8.89
42269,239,2025-04-18,Push,7,51,3394.75,8.64
42270,239,2025-04-20,Pull,6,69,3664.25,8.5
42271,239,2025-04-21,Legs,8,58,4574.0,8.5
42272,239,2025-04-25,Push,9,76,4974.25,8.12
42273,239,2025-04-26,Pull,5,53,2980.25,7.8
42274,239,2025-04-28,Legs,8,65,5236.0,8.44
42275,239,2025-05-01,Push,10,112,7341.25,8.45
42276,239,2025-05-03,Pull,5,55,3042.25,8.4
42277,239,2025-05-05,Legs,9,67,5245.0,8.72
42278,239,2025-05-08,Push,11,93,6261.0,8.55
42279,239,2025-05-10,Pull,11,100,5884.0,8.55
42280,239,2025-05-13,Legs,14,107,7710.0,8.5
42281,239,2025-05-16,Push,11,113,7364.75,8.45
42282,239,2025-05-17,Pull,6,62,3631.75,8.25
42283,239,2025-05-19,Legs,12,72,5432.25,8.71
42284,239,2025-05-23,Push,6,46,2986.5,8.58
42285,239,2025-05-24,Pull,5,66,3547.5,7.9
42286,239,2025-05-26,Legs,10,92,7015.5,8.44
42287,239,2025-05-30,Push,7,58,3843.75,8.5
42288,239,2025-05-31,Pull,6,57,3229.75,8.8
42289,239,2025-06-02,Legs,11,59,5083.0,8.85
42290,239,2025-06-07,Push,8,82,5047.5,8.62
42291,239,2025-06-09,Pull,7,76,4454.25,8.21
42292,239,2025-06-12,Legs,11,81,6470.0,8.65
42293,239,2025-06-13,Push,15,145,9367.25,8.43
42294,239,2025-06-15,Pull,8,86,4877.75,8.5
42295,239,2025-06-20,Legs,15,114,8944.5,8.39
42296,239,2025-06-24,Push,11,95,6201.0,8.25
42297,239,2025-06-27,Pull,5,54,3252.0,8.3
42298,239,2025-06-28,Legs,11,82,6614.25,8.86
42299,239,2025-07-01,Push,8,78,5077.0,8.43
42300,239,2025-07-04,Pull,4,32,1842.75,8.38
42301,239,2025-07-07,Legs,9,41,3326.75,8.94
42302,239,2025-07-12,Push,6,51,3370.0,8.42
42303,239,2025-07-13,Pull,8,73,4107.0,8.31
42304,239,2025-07-18,Legs,13,96,8007.75,8.46
42305,239,2025-07-19,Push,9,94,6012.5,8.22
42306,239,2025-07-21,Pull,12,125,7501.75,8.29
42307,239,2025-07-26,Legs,14,89,6774.25,8.68
42308,239,2025-07-28,Push,9,98,6376.0,8.12
42309,239,2025-08-01,Pull,4,33,1942.5,8.62
42310,239,2025-08-03,Legs,9,63,5258.0,8.19
42311,239,2025-08-04,Push,9,83,5588.75,8.44
42312,239,2025-08-08,Pull,6,55,3277.75,8.42
42314,239,2025-08-12,Push,7,76,5046.5,8.07
42315,239,2025-08-15,Pull,5,48,2869.25,8.3
42316,239,2025-08-17,Legs,11,87,6686.0,8.5
42317,239,2025-08-18,Push,8,79,5095.75,8.31
42318,239,2025-08-22,Pull,10,100,6071.75,8.45
42319,239,2025-08-23,Legs,13,79,6557.75,8.73
42320,239,2025-08-24,Push,12,113,7189.0,8.17
42321,239,2025-08-29,Pull,13,150,8053.5,7.83
42323,239,2025-09-01,Push,15,114,7786.0,8.63
42324,239,2025-09-04,Pull,5,51,3306.25,8.3
42325,239,2025-09-06,Legs,11,75,6039.0,8.65
42326,239,2025-09-09,Push,10,94,6259.75,8.33
42327,239,2025-09-11,Pull,7,68,4006.25,8.57
42328,239,2025-09-12,Legs,10,97,6395.0,8.0
42329,239,2025-09-15,Push,11,94,6047.0,8.5
42330,239,2025-09-19,Pull,7,95,5003.5,7.64
42331,239,2025-09-22,Legs,7,36,3000.75,8.79
42332,239,2025-09-26,Push,13,109,7144.75,8.42
42333,239,2025-09-27,Pull,12,121,6327.25,8.27
42334,239,2025-09-29,Legs,17,112,9086.0,8.68
42335,239,2025-10-03,Push,14,119,8122.5,8.29
42336,239,2025-10-04,Pull,12,116,6898.25,8.29
42338,239,2025-10-10,Push,11,119,7496.25,8.09
42339,239,2025-10-12,Pull,7,53,3153.0,8.64
42340,239,2025-10-18,Legs,10,70,5714.0,8.33
42341,239,2025-10-20,Push,9,90,6252.0,8.5
42342,239,2025-10-24,Pull,8,79,4857.0,8.69
42343,239,2025-10-26,Legs,10,83,6921.5,8.4
42344,239,2025-10-31,Push,8,88,5709.75,8.06
42345,239,2025-11-01,Pull,10,84,5111.0,8.06
42346,239,2025-11-03,Legs,15,127,9462.0,8.37
42347,239,2025-11-07,Push,7,65,4604.5,8.42
42348,239,2025-11-10,Pull,6,68,3949.0,8.0
42349,239,2025-11-13,Legs,9,74,5516.75,8.44
42350,239,2025-11-16,Push,10,107,7250.0,8.3
42351,239,2025-11-17,Pull,10,79,4793.0,8.55
42352,239,2025-11-22,Legs,16,91,7102.5,8.78
42353,239,2025-11-25,Push,16,169,11152.25,8.25
42354,239,2025-11-28,Pull,13,122,7679.5,8.46
42355,239,2025-12-02,Legs,9,59,4891.0,8.39
42356,239,2025-12-05,Push,8,65,4766.0,8.44
42357,239,2025-12-06,Pull,5,65,3651.5,8.1
42358,239,2025-12-09,Legs,16,139,11199.5,8.28
42359,239,2025-12-12,Push,9,68,4822.5,8.56
42360,239,2025-12-15,Pull,6,64,3817.0,8.25
42361,239,2025-12-19,Legs,16,122,9471.5,8.38
42362,239,2025-12-21,Push,7,62,4217.5,8.36
42363,239,2025-12-26,Pull,5,66,3495.5,7.7
42364,239,2025-12-27,Legs,11,67,5929.25,8.73
42365,239,2025-12-29,Push,9,75,5576.25,8.72
42366,239,2026-01-01,Pull,7,70,4147.75,8.14
42367,239,2026-01-03,Legs,8,59,4917.0,8.31
42368,239,2026-01-05,Push,8,85,5920.5,8.19
42370,239,2026-01-10,Legs,16,91,6895.25,8.69
42371,239,2026-01-13,Push,8,87,5847.0,8.31
42372,239,2026-01-16,Pull,5,47,2794.75,8.0
42373,239,2026-01-17,Legs,7,67,5143.75,8.21
42374,239,2026-01-19,Push,10,109,7087.25,8.05
42375,239,2026-01-23,Pull,7,60,3524.25,8.29
42376,239,2026-01-24,Legs,8,75,6374.5,8.62
42377,239,2026-01-27,Push,8,63,4630.5,8.44
42378,239,2026-01-30,Pull,7,96,4355.5,7.86
42379,239,2026-01-31,Legs,8,74,6066.75,8.14
42380,239,2026-02-02,Push,5,47,3381.0,8.4
42381,239,2026-02-07,Pull,9,93,5300.0,7.94
42382,239,2026-02-08,Legs,14,103,8722.0,8.32
42383,239,2026-02-09,Push,14,123,8442.0,8.5
42384,239,2026-02-12,Pull,6,65,4129.5,8.25
42385,239,2026-02-14,Legs,11,83,6687.5,8.41
42386,239,2026-02-17,Push,6,57,3936.5,8.17
42387,239,2026-02-20,Pull,8,84,5014.5,8.12
42388,239,2026-02-21,Legs,9,72,5581.75,8.5
42389,239,2026-02-23,Push,7,56,3972.5,8.43
42391,239,2026-02-28,Legs,18,153,11671.5,8.75
42392,239,2026-03-02,Push,15,138,9471.5,8.27
42393,239,2026-03-06,Pull,9,77,4582.0,8.22
42394,239,2026-03-07,Legs,17,139,11504.0,8.38
42395,239,2026-03-08,Push,7,60,4260.0,8.57
42396,239,2026-03-13,Pull,5,55,3032.5,8.25
42397,239,2026-03-14,Legs,9,65,4896.0,8.44
42398,239,2026-03-16,Push,9,90,6166.5,8.28
42399,240,2025-11-21,Pull,7,70,3694.25,7.86
42400,240,2025-11-24,Legs,15,140,7860.75,8.0
42401,240,2025-11-26,Push,8,63,3141.0,7.86
42402,240,2025-11-28,Pull,7,79,3662.5,7.33
42403,240,2025-12-01,Legs,6,63,3031.25,7.42
42404,240,2025-12-03,Push,11,104,5062.5,7.77
42405,240,2025-12-05,Pull,7,52,2888.25,8.36
42407,240,2025-12-10,Push,10,112,5050.75,7.7
42409,240,2025-12-15,Legs,10,77,3941.0,8.5
42410,240,2025-12-17,Push,12,111,5550.75,7.96
42411,240,2025-12-18,Pull,12,137,6180.25,7.92
42412,240,2025-12-22,Legs,8,81,4508.75,7.69
42413,240,2025-12-24,Push,7,88,3847.5,7.64
42414,240,2025-12-26,Pull,4,45,2012.0,7.62
42415,240,2025-12-29,Legs,6,43,2544.75,8.5
42416,240,2025-12-31,Push,17,146,6510.25,8.15
42419,240,2026-01-07,Push,17,148,7449.0,8.35
42420,240,2026-01-09,Pull,5,55,2950.75,7.6
42422,240,2026-01-13,Push,10,103,5259.5,8.0
42423,240,2026-01-17,Pull,4,41,2022.75,7.88
42424,240,2026-01-19,Legs,6,63,3237.5,8.08
42425,240,2026-01-21,Push,7,70,3493.5,7.92
42426,240,2026-01-23,Pull,5,62,3053.75,7.5
42427,240,2026-01-27,Legs,8,72,3590.25,7.64
42428,240,2026-01-30,Push,12,103,4700.5,8.04
42429,240,2026-02-02,Pull,10,102,4778.0,7.95
42430,240,2026-02-04,Legs,14,134,6557.75,8.0
42431,240,2026-02-07,Push,12,125,5804.5,8.0
42433,240,2026-02-10,Legs,8,74,3767.25,8.0
42434,240,2026-02-13,Push,8,67,2955.25,7.86
42435,240,2026-02-16,Pull,6,48,2489.75,8.08
42436,240,2026-02-18,Legs,8,61,3308.0,8.12
42437,240,2026-02-20,Push,6,60,2838.5,8.42
42438,240,2026-02-23,Pull,4,32,1805.75,7.88
42439,240,2026-02-25,Legs,6,42,2428.5,7.83
42440,240,2026-02-27,Push,7,82,3828.0,7.86
42442,240,2026-03-04,Legs,12,83,4604.0,8.27
42443,240,2026-03-06,Push,6,63,2902.5,8.25
42444,240,2026-03-09,Pull,7,59,3119.25,8.14
42445,240,2026-03-12,Legs,4,29,1536.75,8.12
42446,240,2026-03-14,Push,7,85,3825.0,7.42
42447,240,2026-03-16,Pull,5,56,2711.5,7.8
42448,240,2026-03-18,Legs,7,56,3102.0,8.5
42450,240,2026-03-22,Pull,5,45,2537.5,8.3
42451,240,2026-03-25,Legs,10,102,5469.5,7.89
42452,240,2026-03-27,Push,16,125,5896.5,8.12
42453,240,2026-03-29,Pull,12,109,5148.75,8.04
42454,240,2026-04-01,Legs,8,65,3541.0,7.83
42455,240,2026-04-03,Push,6,64,3060.75,7.92
42456,240,2026-04-06,Pull,4,56,2383.5,7.5
42457,240,2026-04-09,Legs,13,118,6319.25,7.88
42459,241,2024-08-13,Legs,17,145,9383.75,8.0
42460,241,2024-08-20,Push,16,165,7442.75,7.47
42461,241,2024-08-27,Pull,12,121,6795.0,7.92
42462,241,2024-09-04,Legs,14,102,5880.0,8.0
42463,241,2024-09-10,Push,15,137,6933.25,7.73
42464,241,2024-09-17,Pull,8,79,4197.0,7.75
42465,241,2024-09-24,Legs,13,103,5897.0,8.12
42466,241,2024-10-02,Push,11,104,4524.5,8.32
42467,241,2024-10-08,Pull,10,110,5783.5,7.7
42468,241,2024-10-15,Legs,10,44,2621.5,8.94
42469,241,2024-10-23,Push,9,78,4024.25,8.28
42470,241,2024-10-29,Pull,7,62,3681.5,7.83
42471,241,2024-11-05,Legs,11,100,6216.25,7.73
42472,241,2024-11-12,Push,10,91,4563.75,7.95
42473,241,2024-11-18,Pull,12,143,6928.75,7.62
42474,241,2024-11-26,Legs,10,66,3956.0,7.89
42475,241,2024-12-04,Push,7,72,3404.5,7.71
42476,241,2024-12-11,Pull,11,116,6254.0,7.82
42477,241,2024-12-17,Legs,18,108,6366.5,8.28
42478,241,2024-12-24,Push,15,140,6143.5,8.04
42479,241,2024-12-31,Pull,10,102,5331.75,8.1
42480,241,2025-01-07,Legs,18,142,9180.25,8.42
42481,241,2025-01-14,Push,14,122,5944.25,7.96
42482,241,2025-01-21,Pull,6,62,2644.75,7.92
42483,241,2025-01-28,Legs,7,58,2302.5,7.42
42484,241,2025-02-04,Push,10,98,4620.5,7.89
42485,241,2025-02-10,Pull,5,54,2921.25,7.3
42486,241,2025-02-18,Legs,21,132,8008.25,8.24
42487,241,2025-02-25,Push,10,75,3476.25,8.28
42488,241,2025-03-03,Pull,8,85,4663.0,7.57
42489,241,2025-03-11,Legs,11,70,4301.75,8.41
42490,241,2025-03-18,Push,9,96,4740.0,7.44
42491,241,2025-03-25,Pull,11,100,5306.5,7.86
42492,241,2025-03-31,Legs,15,121,7363.75,7.83
42493,241,2025-04-07,Push,14,145,7198.5,7.89
42494,241,2025-04-16,Pull,9,92,4856.25,7.67
42498,241,2025-05-13,Legs,19,152,9993.0,8.05
42499,241,2025-05-20,Push,14,110,5741.0,7.93
42500,241,2025-05-27,Pull,6,53,2969.5,8.17
42501,241,2025-06-03,Legs,13,105,7144.75,8.31
42502,241,2025-06-10,Push,14,146,7179.0,8.18
42503,241,2025-06-17,Pull,5,46,2501.5,8.3
42504,241,2025-06-24,Legs,14,98,6058.75,8.39
42505,241,2025-07-01,Push,12,119,5843.25,8.05
42506,241,2025-07-08,Pull,9,104,5154.25,7.17
42507,241,2025-07-15,Legs,17,145,10034.75,8.29
42508,241,2025-07-23,Push,16,133,6658.75,8.0
42509,241,2025-07-29,Pull,10,116,5398.5,7.85
42510,241,2025-08-05,Legs,16,100,6243.0,7.97
42511,241,2025-08-12,Push,13,136,6244.5,7.65
42512,241,2025-08-19,Pull,6,59,3181.25,7.9
42513,241,2025-08-26,Legs,13,89,6208.5,8.23
42514,241,2025-09-01,Push,5,47,2302.25,8.1
42515,241,2025-09-09,Pull,6,59,3356.75,7.33
42516,241,2025-09-16,Legs,15,121,7292.0,8.2
42517,241,2025-09-23,Push,8,68,3306.75,7.81
42518,241,2025-09-30,Pull,6,67,3366.25,7.5
42519,241,2025-10-07,Legs,20,90,5866.25,8.5
42521,241,2025-10-21,Pull,12,114,6755.25,8.0
42522,241,2025-10-28,Legs,8,55,3952.5,8.25
42523,241,2025-11-04,Push,8,79,4014.25,7.62
42524,241,2025-11-10,Pull,6,57,3412.5,8.0
42526,241,2025-11-25,Push,11,99,5380.5,8.18
42527,241,2025-12-03,Pull,11,119,6919.0,7.85
42528,241,2025-12-09,Legs,15,71,5015.25,8.63
42529,241,2025-12-16,Push,9,84,4601.75,7.94
42530,241,2025-12-23,Pull,10,104,6611.75,8.06
42531,241,2025-12-31,Legs,19,137,9023.5,8.18
42532,241,2026-01-06,Push,11,111,5673.0,8.05
42533,241,2026-01-13,Pull,10,104,6180.25,7.5
42534,241,2026-01-20,Legs,8,74,4456.25,7.94
42535,241,2026-01-27,Push,8,77,4106.0,8.0
42536,241,2026-02-03,Pull,6,62,3652.25,8.0
42537,241,2026-02-09,Legs,9,73,5039.0,8.06
42538,241,2026-02-16,Push,14,149,7529.25,7.86
42539,241,2026-02-25,Pull,6,51,3141.0,7.75
42540,241,2026-03-04,Legs,19,148,10230.0,7.95
42541,241,2026-03-10,Push,8,60,3519.25,8.06
42542,241,2026-03-17,Pull,7,85,4520.0,8.21
42543,241,2026-03-25,Legs,15,107,7343.75,7.87
42544,241,2026-03-31,Push,10,102,5427.5,7.85
42545,241,2026-04-07,Pull,7,49,3114.0,8.29
42546,242,2026-12-01,Legs,13,87,2970.5,8.67
42547,242,2026-12-02,Push,7,77,2553.75,8.29
42548,242,2026-12-08,Pull,6,68,1955.75,8.3
42549,242,2026-12-09,Legs,8,69,2233.0,8.62
42550,242,2026-12-11,Push,6,63,2163.5,8.5
42551,242,2026-12-14,Pull,6,42,1339.75,8.75
42552,242,2026-12-16,Legs,11,67,2235.25,9.18
42553,242,2026-12-22,Push,5,51,1909.25,8.4
42554,242,2026-12-23,Pull,6,88,2492.0,7.92
42555,242,2026-12-24,Legs,7,60,1924.75,9.0
42556,242,2026-12-29,Push,15,142,4570.0,8.33
42557,242,2026-12-30,Pull,12,129,3213.25,8.62
42558,242,2026-12-31,Legs,7,59,1752.5,9.0
42559,242,2027-01-05,Push,8,73,2562.25,8.62
42560,242,2027-01-06,Pull,5,44,1342.25,8.9
42562,242,2027-01-12,Push,7,68,2178.0,8.5
42563,242,2027-01-13,Pull,5,60,1700.25,8.6
42564,242,2027-01-14,Legs,10,98,2906.5,9.06
42565,242,2027-01-19,Push,7,66,1977.75,8.5
42566,242,2027-01-20,Pull,7,69,2206.75,8.92
42567,242,2027-01-22,Legs,10,67,2129.5,8.8
42568,242,2027-01-25,Push,6,51,1693.0,8.58
42569,242,2027-01-28,Pull,7,84,2546.0,8.21
42570,242,2027-01-29,Legs,22,196,6302.5,8.57
42571,242,2027-02-02,Push,11,89,2865.0,8.73
42572,242,2027-02-03,Pull,11,125,3431.5,8.32
42573,242,2027-02-05,Legs,15,96,2776.25,8.57
42574,242,2027-02-09,Push,11,123,3523.5,8.32
42575,242,2027-02-10,Pull,4,44,1335.25,8.75
42576,242,2027-02-15,Legs,11,79,2588.25,8.77
42577,242,2027-02-17,Push,7,71,2264.5,8.57
42578,242,2027-02-18,Pull,6,67,2037.0,8.42
42579,242,2027-02-23,Legs,8,70,2301.25,8.71
42581,242,2027-03-03,Pull,9,88,2732.25,8.28
42582,242,2027-03-04,Legs,10,82,2769.25,8.85
42583,242,2027-03-09,Push,6,70,2295.25,8.42
42584,242,2027-03-10,Pull,7,81,2430.0,8.43
42585,242,2027-03-11,Legs,9,83,2522.0,8.44
42586,242,2027-03-17,Push,7,77,2267.25,8.5
42587,242,2027-03-18,Pull,6,69,2096.75,8.3
42588,242,2027-03-23,Legs,12,75,2465.5,8.77
42589,242,2027-03-24,Push,16,159,5411.5,8.22
42590,243,2024-08-17,Legs,12,68,4314.5,8.58
42591,243,2024-08-18,Push,9,97,4512.0,8.22
42592,243,2024-08-22,Pull,5,55,2682.0,7.8
42593,243,2024-08-23,Legs,7,41,2530.75,8.64
42594,243,2024-08-24,Push,8,85,4095.0,8.44
42595,243,2024-08-25,Pull,6,62,3056.0,8.0
42596,243,2024-08-28,Legs,9,53,3348.25,8.44
42597,243,2024-08-30,Push,11,114,5398.5,8.0
42598,243,2024-09-01,Pull,9,103,4740.5,8.28
42599,243,2024-09-03,Legs,15,78,4401.25,8.67
42600,243,2024-09-05,Push,7,66,2960.0,8.25
42601,243,2024-09-07,Pull,4,45,2140.5,8.38
42602,243,2024-09-09,Legs,9,59,3324.0,8.83
42603,243,2024-09-11,Push,10,81,3479.75,8.45
42604,243,2024-09-13,Pull,6,61,2844.0,8.33
42605,243,2024-09-14,Legs,8,68,3864.75,8.44
42606,243,2024-09-15,Push,7,82,3522.5,8.36
42607,243,2024-09-19,Pull,5,62,2725.25,8.12
42608,243,2024-09-20,Legs,9,56,2983.5,9.0
42609,243,2024-09-23,Push,6,60,2527.75,8.33
42610,243,2024-09-26,Pull,7,85,4021.0,8.42
42611,243,2024-09-27,Legs,7,51,2939.25,8.33
42612,243,2024-09-28,Push,11,96,4461.75,8.45
42613,243,2024-09-29,Pull,4,43,2121.5,8.5
42615,243,2024-10-05,Push,8,83,3858.5,8.19
42616,243,2024-10-06,Pull,6,75,3010.25,7.75
42617,243,2024-10-10,Legs,9,53,3062.0,8.5
42620,243,2024-10-17,Legs,12,90,5397.0,8.5
42621,243,2024-10-18,Push,15,141,6788.5,8.37
42623,243,2024-10-20,Legs,11,72,4464.0,8.64
42624,243,2024-10-22,Push,8,75,3615.0,7.75
42625,243,2024-10-25,Pull,7,72,3005.75,8.33
42626,243,2024-10-28,Legs,8,49,2997.5,8.92
42627,243,2024-10-29,Push,6,65,2952.0,8.08
42628,243,2024-10-31,Pull,6,56,2688.75,8.33
42629,243,2024-11-02,Legs,15,86,5296.5,8.47
42630,243,2024-11-06,Push,18,166,7151.75,8.28
42631,243,2024-11-07,Pull,12,132,5405.75,8.17
42632,243,2024-11-10,Legs,15,121,6384.0,8.36
42633,243,2024-11-13,Push,8,70,3240.75,8.5
42634,243,2024-11-15,Pull,7,58,2483.75,8.42
42635,243,2024-11-16,Legs,6,40,2390.75,8.67
42636,243,2024-11-17,Push,7,61,2874.5,8.36
42637,243,2024-11-19,Pull,6,65,2732.5,8.25
42638,243,2024-11-23,Legs,7,45,2425.5,8.71
42639,243,2024-11-24,Push,7,61,2573.0,8.08
42640,243,2024-11-27,Pull,11,125,5111.75,7.91
42641,243,2024-11-29,Legs,10,68,3997.0,8.4
42642,243,2024-11-30,Push,9,89,3815.25,8.22
42643,243,2024-12-01,Pull,7,84,3809.0,7.79
42644,243,2024-12-05,Legs,8,43,2518.75,8.38
42645,243,2024-12-06,Push,14,138,6176.5,8.11
42646,243,2024-12-07,Pull,11,119,5377.5,8.23
42647,243,2024-12-08,Legs,10,75,4289.75,8.45
42648,243,2024-12-11,Push,16,135,6344.5,8.56
42649,243,2024-12-13,Pull,13,140,5929.5,7.92
42650,243,2024-12-15,Legs,7,43,2506.75,8.64
42651,243,2024-12-16,Push,8,87,3798.5,8.06
42652,243,2024-12-17,Pull,6,62,2951.25,8.08
42653,243,2024-12-20,Legs,6,26,1681.5,9.0
42654,243,2024-12-21,Push,8,94,4037.0,8.06
42655,243,2024-12-22,Pull,8,91,4401.75,8.19
42656,243,2024-12-26,Legs,5,44,2637.25,8.0
42657,243,2024-12-27,Push,5,43,2064.25,8.8
42658,243,2024-12-28,Pull,5,50,2493.0,8.4
42659,243,2025-01-01,Legs,13,114,6221.75,8.5
42660,243,2025-01-03,Push,13,125,5268.25,8.21
42662,243,2025-01-09,Legs,8,56,3519.5,8.75
42663,243,2025-01-10,Push,11,77,3829.25,8.27
42664,243,2025-01-11,Pull,5,49,2420.75,8.2
42665,243,2025-01-12,Legs,9,77,4350.25,8.38
42666,243,2025-01-15,Push,8,78,3549.5,7.75
42667,243,2025-01-17,Pull,5,24,1254.25,8.6
42668,243,2025-01-18,Legs,10,84,5169.5,8.6
42669,243,2025-01-20,Push,5,40,1842.75,8.6
42670,243,2025-01-22,Pull,10,99,4769.5,8.15
42671,243,2025-01-24,Legs,13,72,4418.25,8.71
42672,243,2025-01-25,Push,7,63,2988.25,8.21
42674,243,2025-01-29,Legs,8,40,2532.5,8.57
42675,243,2025-01-31,Push,9,65,3243.75,8.89
42676,243,2025-02-02,Pull,9,80,3620.75,8.06
42677,243,2025-02-05,Legs,13,61,3983.5,8.88
42678,243,2025-02-07,Push,14,106,5215.75,8.36
42679,243,2025-02-08,Pull,10,114,4351.75,8.0
42680,243,2025-02-09,Legs,7,34,2147.25,8.93
